DBN,District,School Name,Is Org Split-Sited,Building ID(s),Transfer School,Total Enrollment,Grades PK-5 Enrollment,Grades 6-8 Enrollment,Grades 9-12 Enrollment,% Asian,% Black,% Hispanic,% Multiple Race Categories Not Represented,% White,% SWD,% ELL,% Poverty,ELA # Tested,ELA # Proficient (L3&4),ELA % Proficient (L3&4),Math # Tested,Math # Proficient (L3&4),Math % Proficient (L3&4),2017-18 Total 4-year August Grad Cohort,2017-18 % 4-year August Graduates,2017-18 Total 6-year Grad Cohort,2017-18 % 6-year Graduates
30Q111,30,P.S. 111 Jacob Blackwell,false,Q111,false,339,256,83,0,0.041,0.481,0.428,0.024,0.027,0.301,0.106,0.909,160,28,17.5%,160,19,11.9%,No Data,No Data,No Data,No Data
30Q126,30,Albert Shanker School for Visual and Performing Arts,false,Q126,false,692,0,692,0,0.285,0.169,0.448,0.012,0.087,0.175,0.081,0.848,665,321,48.3%,662,261,39.4%,No Data,No Data,No Data,No Data
30Q204,30,I.S. 204 Oliver W. Holmes,false,Q204,false,460,0,460,0,0.163,0.187,0.585,0.004,0.061,0.263,0.176,0.887,431,165,38.3%,430,133,30.9%,No Data,No Data,No Data,No Data
30Q234,30,P.S. 234,false,Q234,false,488,488,0,0,0.223,0.064,0.381,0.029,0.303,0.182,0.158,0.793,224,168,75.0%,232,167,72.0%,No Data,No Data,No Data,No Data
30Q235,30,Academy for New Americans,false,Q234,false,117,0,117,0,0.145,0.026,0.684,0,0.145,0.009,1,0.932,64,3,4.7%,133,14,10.5%,No Data,No Data,No Data,No Data
30Q258,30,Energy Tech High School,false,Q204,false,533,0,0,533,0.169,0.092,0.578,0.039,0.122,0.18,0.026,0.73,No Data,No Data,No Data,No Data,No Data,No Data,109,88.1%,No Data,No Data
30Q291,30,Hunters Point Community Middle School,false,Q404,false,427,0,427,0,0.138,0.098,0.482,0.047,0.234,0.246,0.033,0.536,396,243,61.4%,256,137,53.5%,No Data,No Data,No Data,No Data
30Q300,30,The 30th Avenue School (G&T Citywide),true,"Q017, Q126",false,524,359,165,0,0.466,0.042,0.099,0.097,0.296,0.046,0.017,0.25,327,316,96.6%,268,261,97.4%,No Data,No Data,No Data,No Data
30Q301,30,Academy for Careers in Television and Film,false,Q404,false,562,0,0,562,0.071,0.117,0.559,0.066,0.187,0.214,0.016,0.557,No Data,No Data,No Data,No Data,No Data,No Data,140,98.6%,129,99.2%
30Q384,30,P.S. 384,false,Q972,false,32,32,0,0,0.281,0.031,0.25,0.125,0.313,0.156,0.219,0.438,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
30Q445,30,William Cullen Bryant High School,false,Q445,false,2344,0,0,2344,0.262,0.067,0.515,0.02,0.137,0.144,0.186,0.833,No Data,No Data,No Data,No Data,No Data,No Data,644,70.8%,639,76.5%
30Q450,30,Long Island City High School,false,Q452,false,2252,0,0,2252,0.147,0.102,0.675,0.019,0.058,0.165,0.114,0.823,No Data,No Data,No Data,No Data,No Data,No Data,394,75.4%,459,72.5%
30Q501,30,Frank Sinatra School of the Arts High School,false,Q570,false,853,0,0,853,0.114,0.132,0.331,0.064,0.359,0.188,0.008,0.388,No Data,No Data,No Data,No Data,No Data,No Data,222,96.4%,172,99.4%
30Q502,30,Information Technology High School,false,Q725,false,1011,0,0,1011,0.208,0.111,0.596,0.013,0.072,0.194,0.073,0.741,No Data,No Data,No Data,No Data,No Data,No Data,254,78.7%,209,83.3%
30Q555,30,Newcomers High School,false,Q450,false,828,0,0,828,0.279,0.01,0.638,0.016,0.058,0.007,0.783,0.874,No Data,No Data,No Data,No Data,No Data,No Data,266,68.8%,245,82.0%
30Q575,30,Academy of American Studies,false,Q450,false,1007,0,0,1007,0.26,0.043,0.35,0.003,0.345,0.077,0.026,0.622,No Data,No Data,No Data,No Data,No Data,No Data,240,98.3%,211,94.3%
31R002,31,I.S. R002 George L. Egbert,false,R002,false,1064,0,1064,0,0.142,0.099,0.3,0.018,0.442,0.236,0.095,0.692,994,470,47.3%,973,334,34.3%,No Data,No Data,No Data,No Data
31R006,31,P.S. 6 Corporal Allan F. Kivlehan School,false,R006,false,532,532,0,0,0.013,0.006,0.188,0.011,0.782,0.336,0.034,0.408,253,152,60.1%,254,161,63.4%,No Data,No Data,No Data,No Data
31R007,31,I.S. 007 Elias Bernstein,false,R007,false,1167,0,1167,0,0.068,0.007,0.111,0.015,0.799,0.185,0.017,0.367,1118,790,70.7%,1110,663,59.7%,No Data,No Data,No Data,No Data
31R010,31,Fort Hill Collaborative Elementary School,false,R016,false,181,181,0,0,0.088,0.232,0.552,0.033,0.094,0.398,0.265,0.939,74,21,28.4%,73,21,28.8%,No Data,No Data,No Data,No Data
31R016,31,P.S. 016 John J. Driscoll,false,R016,false,486,486,0,0,0.058,0.28,0.547,0.025,0.091,0.321,0.27,0.977,232,53,22.8%,236,55,23.3%,No Data,No Data,No Data,No Data
31R024,31,I.S. 024 Myra S. Barnes,false,R024,false,1317,0,1317,0,0.062,0.017,0.159,0.017,0.745,0.257,0.023,0.446,1269,813,64.1%,1125,537,47.7%,No Data,No Data,No Data,No Data
31R028,31,The Eagle Academy for Young Men of Staten Island,true,"R049, R082",false,270,0,216,54,0.052,0.481,0.363,0.019,0.085,0.374,0.063,0.789,207,62,30.0%,207,46,22.2%,No Data,No Data,No Data,No Data
31R047,31,CSI High School for International Studies,false,R043,false,496,0,0,496,0.167,0.073,0.196,0.022,0.542,0.149,0,0.478,No Data,No Data,No Data,No Data,No Data,No Data,133,100.0%,126,100.0%
31R048,31,P.S. 048 William G. Wilcox,false,R071,false,1001,675,326,0,0.211,0.043,0.18,0.019,0.547,0.195,0.073,0.439,646,426,65.9%,556,373,67.1%,No Data,No Data,No Data,No Data
31R049,31,I.S. 49 Berta A. Dreyfus,false,R049,false,535,0,535,0,0.086,0.348,0.482,0.013,0.071,0.335,0.135,0.901,510,140,27.5%,313,36,11.5%,No Data,No Data,No Data,No Data
31R058,31,Space Shuttle Columbia School,false,R058,false,691,691,0,0,0.2,0.039,0.266,0.029,0.466,0.253,0.078,0.518,316,184,58.2%,317,174,54.9%,No Data,No Data,No Data,No Data
31R061,31,I.S. 061 William A Morris,false,R061,false,967,0,967,0,0.034,0.335,0.473,0.017,0.142,0.301,0.112,0.784,912,312,34.2%,896,198,22.1%,No Data,No Data,No Data,No Data
31R063,31,Marsh Avenue School for Expeditionary Learning,false,R043,false,450,0,450,0,0.109,0.093,0.291,0.018,0.489,0.238,0.022,0.46,445,293,65.8%,410,225,54.9%,No Data,No Data,No Data,No Data
31R064,31,Gaynor McCown Expeditionary Learning School,false,R043,false,434,0,0,434,0.021,0.09,0.221,0.074,0.594,0.267,0.007,0.435,No Data,No Data,No Data,No Data,No Data,No Data,109,92.7%,112,93.8%
31R066,31,The Richmond Pre-K Center,true,"R066, R068, R077",false,223,223,0,0,0.108,0.152,0.435,0.054,0.251,0.296,0,0.583,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
31R068,31,Port Richmond School for Visionary Learning,false,R066,false,238,238,0,0,0.046,0.277,0.513,0.046,0.118,0.189,0.046,0.794,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
31R075,31,I.S. 075 Frank D. Paulo,false,R075,false,1455,0,1455,0,0.099,0.017,0.124,0.023,0.737,0.226,0.018,0.41,1379,887,64.3%,1351,853,63.1%,No Data,No Data,No Data,No Data
31R440,31,New Dorp High School,false,R435,false,3051,0,0,3051,0.096,0.101,0.268,0.023,0.512,0.233,0.045,0.624,No Data,No Data,No Data,No Data,No Data,No Data,738,82.8%,646,84.5%
31R445,31,Port Richmond High School,false,R445,false,1564,0,0,1564,0.076,0.233,0.457,0.021,0.213,0.275,0.092,0.749,No Data,No Data,No Data,No Data,No Data,No Data,403,71.2%,383,68.1%
31R455,31,Tottenville High School,false,R455,false,3654,0,0,3654,0.054,0.016,0.113,0.017,0.8,0.208,0.016,0.339,No Data,No Data,No Data,No Data,No Data,No Data,1025,90.2%,970,92.4%
31R861,31,Staten Island School of Civic Leadership,false,R861,false,906,628,278,0,0.137,0.202,0.417,0.045,0.199,0.238,0.04,0.716,580,331,57.1%,581,305,52.5%,No Data,No Data,No Data,No Data
32K168,32,The Brooklyn School for Math and Research,false,K480,false,277,0,0,277,0.051,0.477,0.422,0.025,0.025,0.177,0.097,0.888,No Data,No Data,No Data,No Data,No Data,No Data,50,88.0%,56,85.7%
32K291,32,J.H.S. 291 Roland Hayes,false,K291,false,290,0,290,0,0.01,0.138,0.834,0.003,0.014,0.279,0.293,0.948,242,41,16.9%,278,45,16.2%,No Data,No Data,No Data,No Data
32K347,32,I.S. 347 School of Humanities,false,K111,false,312,0,312,0,0.003,0.045,0.939,0,0.013,0.24,0.186,0.942,290,58,20.0%,298,37,12.4%,No Data,No Data,No Data,No Data
32K349,32,"I.S. 349 Math, Science & Tech.",false,K111,false,328,0,328,0,0.006,0.131,0.854,0,0.009,0.21,0.198,0.97,306,101,33.0%,308,93,30.2%,No Data,No Data,No Data,No Data
32K377,32,P.S. 377 Alejandrina B. De Gautier,false,K377,false,155,155,0,0,0,0.226,0.768,0,0.006,0.265,0.116,0.91,69,20,29.0%,71,11,15.5%,No Data,No Data,No Data,No Data
32K383,32,J.H.S. 383 Philippa Schuyler,false,K383,false,909,29,880,0,0.046,0.345,0.573,0.014,0.021,0.171,0.058,0.817,821,500,60.9%,817,392,48.0%,No Data,No Data,No Data,No Data
32K384,32,P.S. /I.S. 384 Frances E. Carter,false,K384,false,505,322,183,0,0.006,0.121,0.865,0.002,0.006,0.267,0.25,0.853,290,78,26.9%,300,63,21.0%,No Data,No Data,No Data,No Data
32K403,32,Academy for Environmental Leadership,false,K480,false,238,0,0,238,0.042,0.155,0.756,0.004,0.042,0.193,0.437,0.912,No Data,No Data,No Data,No Data,No Data,No Data,93,76.3%,81,77.8%
32K549,32,The Brooklyn School for Social Justice,false,K480,false,335,0,0,335,0.012,0.194,0.746,0.015,0.033,0.221,0.358,0.83,No Data,No Data,No Data,No Data,No Data,No Data,105,74.3%,96,76.0%
32K552,32,The Academy of Urban Planning and Engineering,false,K480,false,231,0,0,231,0.004,0.225,0.758,0.004,0.009,0.273,0.238,0.987,No Data,No Data,No Data,No Data,No Data,No Data,65,86.2%,74,83.8%
32K562,32,Evergreen Middle School for Urban Exploration,false,K296,false,370,0,370,0,0.008,0.219,0.754,0,0.019,0.227,0.165,0.946,323,96,29.7%,332,66,19.9%,No Data,No Data,No Data,No Data
32K564,32,Bushwick Community High School,false,K291,true,196,0,0,196,0,0.311,0.679,0,0.01,0.362,0.046,0.816,No Data,No Data,No Data,No Data,No Data,No Data,110,16.4%,117,44.4%
75K036,75,P.S. 36,true,"K192, K213, K224, K470, K857, K877",false,387,254,69,64,0.062,0.633,0.245,0.016,0.044,0.99,0.078,0.894,58,3,5.2%,56,6,10.7%,No Data,No Data,No Data,No Data
75K053,75,P.S. K053,true,"K088, K104, K296, K384, K410, K422, K437, K535, KBXG",false,448,165,116,167,0.103,0.368,0.368,0.058,0.103,1,0.279,0.877,15,1,6.7%,14,2,14.3%,No Data,No Data,No Data,No Data
75K077,75,P.S. K077,true,"K164, K178, K555, K902, K917",false,277,117,61,99,0.17,0.386,0.242,0,0.202,1,0.264,0.827,s,s,s,s,s,s,No Data,No Data,No Data,No Data
75K140,75,P.S. K140,true,"K005, K021, K026, K258, K304",false,338,229,109,0,0.024,0.672,0.266,0.024,0.015,1,0.092,0.888,134,8,6.0%,128,7,5.5%,No Data,No Data,No Data,No Data
75K141,75,P.S. K141,true,"K002, K035, K071, K380",false,355,206,125,24,0.051,0.442,0.335,0.008,0.163,1,0.192,0.904,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
75K231,75,P.S. K231,true,"K054, K180, K215, K238, K264, K331",false,351,256,95,0,0.197,0.245,0.234,0.011,0.313,0.997,0.291,0.806,37,2,5.4%,33,3,9.1%,No Data,No Data,No Data,No Data
75K368,75,P.S. 368,true,"K033, K120, K293, KBBY",false,250,87,99,64,0.032,0.552,0.324,0.016,0.076,0.96,0.092,0.916,91,0,0.0%,87,1,1.1%,No Data,No Data,No Data,No Data
75K369,75,P.S. K369 - Coy L. Cox School,true,"K005, K056, K067, K117, K261, K265, K313, K317, K369, K580",false,534,225,194,115,0.066,0.509,0.331,0.011,0.082,0.998,0.159,0.856,141,9,6.4%,134,6,4.5%,No Data,No Data,No Data,No Data
75K370,75,P.S. 370,true,"K100, K237, K370, K445, K620, K807",false,249,67,88,94,0.124,0.321,0.249,0.016,0.289,1,0.305,0.791,31,5,16.1%,29,2,6.9%,No Data,No Data,No Data,No Data
75K371,75,P.S. 371 - Lillian L. Rashkis,true,"K371, K485, K564",false,250,0,0,250,0.056,0.564,0.264,0.004,0.112,0.98,0.124,0.904,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
75K372,75,P.S. 372 -The Children's School,false,K113,false,207,193,14,0,0.048,0.188,0.28,0.058,0.425,1,0.068,0.406,41,12,29.3%,43,14,32.6%,No Data,No Data,No Data,No Data
75K373,75,P.S. 373 - Brooklyn Transition Center,true,"K148, K458, K555, K804, KBCA",false,454,0,0,454,0.029,0.522,0.368,0.018,0.064,0.998,0.258,0.89,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
75K396,75,P.S. K396,true,"K167, K181, K263, K289, K327",false,425,339,86,0,0.068,0.442,0.209,0.188,0.092,0.998,0.228,0.899,s,s,s,s,s,s,No Data,No Data,No Data,No Data
75K771,75,P.S. K771,true,"K014, K066, K225, K236, K303, K329, K721",false,433,314,97,22,0.192,0.314,0.219,0.018,0.256,1,0.176,0.806,47,5,10.6%,45,2,4.4%,No Data,No Data,No Data,No Data
75K811,75,P.S. K811 Connie Lekas School,true,"K014, K281, K286, K525",false,337,0,48,289,0.095,0.496,0.223,0.036,0.151,1,0.306,0.92,s,s,s,s,s,s,No Data,No Data,No Data,No Data
75M035,75,P.S. 035,true,"M058, M912",false,317,11,10,296,0.025,0.429,0.435,0.022,0.088,0.899,0.066,0.842,12,3,25.0%,s,s,s,No Data,No Data,No Data,No Data
75M079,75,P.S. M079 - Horan School,false,M079,false,266,0,21,245,0.015,0.293,0.632,0.015,0.045,1,0.395,0.932,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
75M094,75,P.S. M094,true,"M015, M061, M188, M276, M281, M338, M340, M971",false,413,266,118,29,0.075,0.3,0.448,0.012,0.165,1,0.182,0.816,26,0,0.0%,26,0,0.0%,No Data,No Data,No Data,No Data
75M138,75,P.S. 138,true,"M030, M033, M090, M114, M117, M189, M380, M535",false,613,339,139,135,0.036,0.289,0.604,0.007,0.065,1,0.303,0.9,38,1,2.6%,39,4,10.3%,No Data,No Data,No Data,No Data
75M169,75,P.S. M169 - Robert F. Kennedy,true,"M102, M146, M169, M435, M488",false,356,268,76,12,0.017,0.489,0.444,0.017,0.034,1,0.14,0.921,94,1,1.1%,85,4,4.7%,No Data,No Data,No Data,No Data
75M226,75,P.S. M226,true,"M076, M208, M475, M477, M480, M660, M824, M875, MAMX",false,298,134,52,112,0.037,0.349,0.5,0.03,0.084,1,0.164,0.842,s,s,s,s,s,s,No Data,No Data,No Data,No Data
75M721,75,P.S. M721 - Manhattan Occupational Training Center,true,"M047, M615, M641, M844, M883",false,198,0,23,175,0.076,0.303,0.495,0.005,0.121,1,0.379,0.904,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
75M751,75,Manhattan School for Career Development,true,"M323, M440, M600, M751, M807",false,234,1,51,182,0.043,0.338,0.526,0.017,0.077,0.979,0.205,0.876,17,0,0.0%,16,0,0.0%,No Data,No Data,No Data,No Data
75M811,75,P.S. M811 - Mickey Mantle School,true,"M101, M149, M163, M435, M841",false,367,228,139,0,0.019,0.436,0.504,0.008,0.033,0.992,0.161,0.899,131,6,4.6%,128,9,7.0%,No Data,No Data,No Data,No Data
75Q009,75,P.S. 009,true,"Q005, Q009, Q058, Q209, Q268, Q277, Q882",false,652,458,194,0,0.144,0.313,0.413,0.018,0.112,0.998,0.296,0.819,179,6,3.4%,178,10,5.6%,No Data,No Data,No Data,No Data
75Q224,75,P.S. Q224,true,"Q026, Q186, Q205, Q266, Q809",false,396,323,72,1,0.222,0.189,0.295,0.197,0.096,1,0.217,0.692,63,7,11.1%,57,9,15.8%,No Data,No Data,No Data,No Data
75Q233,75,P.S. Q233,true,"Q025, Q042, Q226, Q335, Q650, Q686, Q835",false,509,133,68,308,0.167,0.316,0.297,0.067,0.153,0.996,0.261,0.847,s,s,s,s,s,s,No Data,No Data,No Data,No Data
75Q255,75,P.S. Q255,true,"Q007, Q154, Q168, Q247, Q260, Q397, Q515, Q885",false,420,318,85,17,0.2,0.102,0.386,0.021,0.29,1,0.419,0.781,11,1,9.1%,11,3,27.3%,No Data,No Data,No Data,No Data
75Q256,75,P.S. Q256,true,"Q043, Q114, Q198, Q253, Q410, Q816, QBHF",false,520,193,97,230,0.069,0.513,0.3,0.012,0.106,0.863,0.14,0.765,60,3,5.0%,57,5,8.8%,No Data,No Data,No Data,No Data
75Q277,75,The Riverview School,true,"Q076, Q290, Q311, Q312, Q314, Q315, Q404, Q777",false,483,328,97,58,0.242,0.168,0.435,0.023,0.133,1,0.429,0.762,13,2,15.4%,11,3,27.3%,No Data,No Data,No Data,No Data
75Q721,75,John F. Kennedy Jr. School,true,"Q585, Q722, Q725, QBFD",false,484,0,0,484,0.174,0.174,0.459,0.021,0.174,1,0.461,0.857,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
75Q752,75,Queens Transition Center,true,"Q142, Q620, Q690, Q695, Q744",false,393,0,0,393,0.12,0.468,0.321,0.02,0.071,0.98,0.267,0.842,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
75Q811,75,P.S. Q811,true,"Q037, Q069, Q147, Q227, Q405, Q430, Q566, Q811",false,431,160,44,227,0.211,0.311,0.283,0.053,0.142,1,0.262,0.803,s,s,s,s,s,s,No Data,No Data,No Data,No Data
75Q993,75,P.S. Q993,true,"Q041, Q072, Q130, Q191, Q208, Q415, Q452, Q499, Q570",false,575,297,103,175,0.203,0.184,0.369,0.019,0.224,1,0.407,0.777,17,2,11.8%,18,4,22.2%,No Data,No Data,No Data,No Data
75R025,75,South Richmond High School I.S./P.S. 25,true,"R007, R025, R034, R061, R075, R435, R445, R450, R455, R826, RADL, RADM, RADU",false,582,114,181,287,0.022,0.375,0.301,0.021,0.282,0.99,0.052,0.823,186,12,6.5%,186,6,3.2%,No Data,No Data,No Data,No Data
75R037,75,P.S. R037,true,"R002, R004, R030, R840, R843, R880",false,366,252,47,67,0.071,0.161,0.301,0.033,0.434,1,0.066,0.776,12,3,25.0%,12,5,41.7%,No Data,No Data,No Data,No Data
75R373,75,P.S. R373,true,"R006, R022, R040, R058, R061, R071, R884, R861",false,568,508,60,0,0.106,0.236,0.298,0.04,0.32,1,0.137,0.796,143,9,6.3%,137,14,10.2%,No Data,No Data,No Data,No Data
75R721,75,The Richard H. Hungerford School,true,"R024, R043, R435, R455, R600, R722",false,459,0,93,366,0.07,0.176,0.364,0.017,0.373,1,0.157,0.913,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
75X010,75,P.S. X010,true,"X015, X026, X060, X101, X129, X162, X240, X415, X817",false,587,438,139,10,0.022,0.302,0.605,0.01,0.061,0.998,0.249,0.886,67,14,20.9%,67,13,19.4%,No Data,No Data,No Data,No Data
75X017,75,P.S. X017,true,"X043, X156, X161, X184, X450",false,451,271,163,17,0.022,0.392,0.519,0.018,0.049,1,0.18,0.898,116,2,1.7%,115,3,2.6%,No Data,No Data,No Data,No Data
75X168,75,P.S. 168,true,"X020, X842, X160, X183, X194, X440, X973",false,530,359,155,16,0.04,0.338,0.587,0.013,0.023,1,0.228,0.904,68,1,1.5%,69,1,1.4%,No Data,No Data,No Data,No Data
75X176,75,P.S. X176,true,"X181, X425, X455, X980",false,554,0,201,353,0.023,0.415,0.487,0.011,0.063,1,0.125,0.843,33,9,27.3%,23,5,21.7%,No Data,No Data,No Data,No Data
75X352,75,The Vida Bogart School for All Children,true,"X006, X040, X074, X075, X092",false,501,467,34,0,0.03,0.373,0.549,0.026,0.022,1,0.15,0.922,63,6,9.5%,61,3,4.9%,No Data,No Data,No Data,No Data
75X469,75,P469X - The Bronx School for Continuous Learners,true,"X027, X042, X147, X177, X855",false,324,268,56,0,0.037,0.343,0.583,0.003,0.034,0.994,0.253,0.929,27,2,7.4%,25,0,0.0%,No Data,No Data,No Data,No Data
75X596,75,P.S. X596,true,"X153, X178, X498",false,406,404,2,0,0.027,0.394,0.517,0.007,0.054,1,0.094,0.788,27,3,11.1%,26,8,30.8%,No Data,No Data,No Data,No Data
75X721,75,P.S. X721 - Stephen McSweeney School,true,"X368, X405, X423, X722, XAHZ",false,536,0,0,536,0.017,0.332,0.578,0.009,0.063,1,0.358,0.918,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
75X723,75,P.S. 723,true,"X049, X099, X189, X235, X338, X425, X701, X909, X927, XAHW, XAIF",false,480,250,179,51,0.015,0.352,0.544,0.027,0.063,0.981,0.083,0.946,191,11,5.8%,183,3,1.6%,No Data,No Data,No Data,No Data
75X754,75,J. M. Rapport School Career Development,true,"Q733, X155, X184, X362",false,525,0,0,525,0.008,0.39,0.571,0.002,0.029,0.987,0.316,0.916,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
79M331,79,JUDITH S. KAYE SCHOOL - D79,false,M646,false,12,0,0,12,0,0.667,0.25,0.083,0,0.583,0,0.833,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
79M645,79,School for Cooperative Technical Education,true,"K500, M079, M646, M827, MADB, Q142, Q452, RAAC, X039",false,688,0,0,688,0.071,0.356,0.439,0.015,0.119,0.022,0.058,0.57,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
79M973,79,Restart Academy,true,"K824, KBJH, KCBV, KCQH, M056, M465, M834, MAKG, MASF, MASJ, MBGX, MBMU, Q400, Q410, Q460, QARD, QBEX, QBHI, QBNO, RAEL, RAJR, X655, X897, XALW, XALX, XAU",false,447,0,140,307,0.025,0.333,0.512,0.022,0.107,0.4,0.199,0.837,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
79Q950,79,Pathways to Graduation,true,"K148, K371, K410, K420, K428, K455, K458, K515, K525, K871, K893, KAUS, KBJL, KBJO, KBJQ, KBJR, KBJS, KBKE, KCQJ, KCTB, M058, M465, M510, M807, M827, M91",false,3554,0,0,3554,0.131,0.353,0.445,0.018,0.052,0.135,0.154,0.701,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
84K037,84,Beginning with Children Charter School II,true,"K071, KABV",false,404,302,102,0,0.005,0.198,0.765,0.012,0.02,0.191,0.136,0.938,244,128,52.5%,245,157,64.1%,No Data,No Data,No Data,No Data
84K125,84,Success Academy Charter School - Bed-Stuy 2,false,K059,false,346,346,0,0,0.017,0.633,0.283,0.049,0.017,0.165,0.014,0.824,125,119,95.2%,125,123,98.4%,No Data,No Data,No Data,No Data
84K129,84,Success Academy Charter School - Cobble Hill,true,"K293, MBMO",false,329,326,3,0,0.091,0.271,0.307,0.055,0.277,0.128,0.049,0.544,131,129,98.5%,130,130,100.0%,No Data,No Data,No Data,No Data
84K182,84,Success Academy Charter School - Williamsburg,false,K050,false,426,424,2,0,0.049,0.225,0.556,0.038,0.131,0.148,0.068,0.641,134,132,98.5%,135,135,100.0%,No Data,No Data,No Data,No Data
84K333,84,Explore Exceed Charter School,true,"K022, K320",false,494,324,170,0,0.018,0.757,0.206,0.016,0.002,0.263,0.081,0.753,330,128,38.8%,332,159,47.9%,No Data,No Data,No Data,No Data
84K355,84,Williamsburg Collegiate Charter School,true,"K016, K434",false,330,83,247,0,0.006,0.285,0.697,0.006,0.006,0.173,0.052,0.848,316,144,45.6%,237,156,65.8%,No Data,No Data,34,100.0%
84K356,84,Achievement First Crown Heights Charter School,true,"K391, K434",false,1293,578,283,432,0.002,0.923,0.058,0.014,0.004,0.153,0.005,0.778,554,337,60.8%,551,401,72.8%,39,92.3%,36,100.0%
84K357,84,KIPP AMP Charter School,true,"K390, XAVN",false,870,499,208,163,0.015,0.836,0.117,0.025,0.007,0.168,0.018,0.838,475,252,53.1%,473,318,67.2%,39,87.2%,24,100.0%
84K358,84,Achievement First East New York Charter School,true,"K013, K065, K111",false,1110,537,184,389,0.007,0.664,0.31,0.013,0.006,0.112,0.022,0.827,420,295,70.2%,418,361,86.4%,25,72.0%,s,s
84K359,84,The Uft Charter School,false,K166,false,221,0,0,221,0.023,0.719,0.235,0.014,0.009,0.122,0.086,0.819,No Data,No Data,No Data,No Data,No Data,No Data,73,79.5%,69,95.7%
84K360,84,Launch Expeditionary Learning Charter School,false,K243,false,307,0,307,0,0.01,0.795,0.16,0.026,0.01,0.241,0.036,0.876,294,91,31.0%,288,70,24.3%,No Data,No Data,No Data,No Data
84K367,84,Success Academy Charter School - Bed-Stuy 1,false,K033,false,762,527,235,0,0.017,0.672,0.273,0.018,0.02,0.171,0.026,0.77,454,412,90.7%,409,402,98.3%,No Data,No Data,No Data,No Data
84K379,84,Explore Excel Charter School,true,"K068, K114",false,535,353,182,0,0.015,0.923,0.032,0.019,0.011,0.198,0.067,0.774,352,159,45.2%,350,185,52.9%,No Data,No Data,No Data,No Data
84K406,84,"EMBER Charter School for Mindful Education, Innovation and Transformation",true,"K262, K308, KAEQ",false,529,383,146,0,0.004,0.798,0.185,0.008,0.006,0.14,0.055,0.807,321,175,54.5%,276,90,32.6%,No Data,No Data,No Data,No Data
84K508,84,Achievement First Endeavor Charter School,true,"K434, K784",false,804,525,278,1,0.011,0.83,0.133,0.014,0.012,0.136,0.01,0.735,536,339,63.2%,526,428,81.4%,47,87.2%,25,96.0%
84K517,84,Leadership Prep Bedford Stuyvesant Uncommon Prep Charter School,true,"K258, K458",false,1172,528,271,373,0.009,0.795,0.127,0.055,0.014,0.121,0.033,0.769,531,328,61.8%,447,350,78.3%,67,86.6%,s,s
84K536,84,Community Roots Charter School,true,"K067, K287",false,473,311,162,0,0.053,0.268,0.173,0.082,0.423,0.239,0.015,0.298,279,179,64.2%,277,168,60.6%,No Data,No Data,No Data,No Data
84K538,84,Achievement First Bushwick Charter School,true,"K111, K296, K383",false,918,627,291,0,0.012,0.265,0.704,0.004,0.015,0.228,0.127,0.862,601,438,72.9%,602,522,86.7%,47,85.1%,37,97.3%
84K608,84,Kings Collegiate Charter School,true,"K232, K252, K420",false,839,345,275,219,0.005,0.892,0.08,0.021,0.002,0.147,0.012,0.822,346,159,46.0%,261,142,54.4%,No Data,No Data,30,96.7%
84K626,84,Achievement First Brownsville Charter School,true,"K055, K292",false,1095,536,271,288,0.01,0.847,0.121,0.012,0.01,0.124,0.033,0.79,526,301,57.2%,527,398,75.5%,No Data,No Data,No Data,No Data
84K648,84,Bedford Stuyvesant Collegiate Charter School,false,K324,false,354,90,264,0,0.02,0.599,0.347,0.025,0.008,0.201,0.045,0.87,352,164,46.6%,266,170,63.9%,No Data,No Data,22,100.0%
84K649,84,La Cima Charter School,false,K324,false,378,378,0,0,0.016,0.648,0.28,0.04,0.016,0.161,0.079,0.796,186,74,39.8%,185,79,42.7%,No Data,No Data,No Data,No Data
84K680,84,Achievement First Aspire Charter School,true,"K202, K306",false,648,560,88,0,0.019,0.736,0.213,0.026,0.006,0.123,0.034,0.809,366,217,59.3%,365,270,74.0%,No Data,No Data,No Data,No Data
