ADMISSION_YEAR,COUNTY_CODE,COUNTY_NAME,SECTOR_CODE,SECTOR,SCHOOL_TYPE_CODE,SCHOOL_TYPE,SCHOOL_LEVEL_CODE,SCHOOL_LEVEL,SEDCODE,INST_ID,LEGAL_NAME,PROGRAM_TYPE,ADMISSION_STATUS,Asian,American Indian/Alaskan Native,Black/African American,Hispanic (any race),Native Hawaiian/Pacific Islander,Non-Hispanic 2 or More Races,Unknown,Nonresident Alien,White
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,5,1,0,3,5,0,9
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,1,0,0,2,0,3
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,8376,66,2988,5444,46,1781,3409,9422,14197
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,2633,19,785,1787,15,701,1256,2376,5203
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,944,7,233,598,8,224,432,888,1828
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,2,0,5,7,0,1,5,1,9
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,4,4,0,0,3,1,7
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,1,2,0,0,0,1,2
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,10429,93,3377,6271,64,1955,2003,10723,15808
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,4075,33,981,2280,26,835,837,2605,6267
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,1323,11,302,761,11,262,250,963,1971
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,1,0,0,1,0,0,0,0,0
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,1,0,0,1,0,0,0,0,0
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,2,0,3,5,0,0,2,2,4
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,2,0,2,5,0,0,2,2,3
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,1,0,1,3,0,0,0,0,2
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,9989,69,3482,6664,44,1956,2915,11058,15888
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,3910,30,1077,2500,22,839,1249,3121,5947
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,1226,7,321,772,9,249,369,1129,1797
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,5,0,1,6,0,0,1,2,11
Fall of 2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,5,0,0,3,0,0,0,2,9
Fall of 2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,2,0,0,1,0,0,0,0,1
Fall of 2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,11474,107,4165,7771,62,2282,3393,17156,17565
Fall of 2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,4077,35,1209,2706,27,856,1301,4064,6295
Fall of 2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,1248,8,334,840,12,248,382,1216,1786
Fall of 2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,3,0,11,14,0,0,4,15,9
Fall of 2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,2,0,9,12,0,0,2,15,7
Fall of 2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,5,4,0,0,0,4,2
Fall of 2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,10454,78,3833,7924,60,2317,2870,12061,16812
Fall of 2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,3447,33,1279,2933,28,851,1041,3251,5056
Fall of 2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,1091,12,426,900,10,317,316,1292,1625
Fall of 2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,12,0,16,19,0,3,8,31,16
Fall of 2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,9,0,11,16,0,3,7,23,11
Fall of 2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,6,0,9,13,0,2,7,14,6
Fall of 2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,14400,89,4955,9735,66,2948,3171,17235,19138
Fall of 2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,2675,39,1670,3249,21,601,637,2348,3039
Fall of 2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,1076,10,592,1181,8,237,255,1445,1312
Fall of 2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453000,800000047869,NEW YORK UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2019,49,RENSSELAER,2,INDEPENDENT,1,PRIVATE,0,2-Year,468700,800000039408,SAMARITAN HOSPITAL SCHOOL OF NURSING,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,1,0,1,0,0,0,0,0,4
Fall of 2019,49,RENSSELAER,2,INDEPENDENT,1,PRIVATE,0,2-Year,468700,800000039408,SAMARITAN HOSPITAL SCHOOL OF NURSING,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,1,0,0,0,0,0,0,0,4
Fall of 2019,49,RENSSELAER,2,INDEPENDENT,1,PRIVATE,0,2-Year,468700,800000039408,SAMARITAN HOSPITAL SCHOOL OF NURSING,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,1,0,0,0,0,0,0,0,2
Fall of 2019,49,RENSSELAER,2,INDEPENDENT,1,PRIVATE,0,2-Year,468700,800000039408,SAMARITAN HOSPITAL SCHOOL OF NURSING,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2019,49,RENSSELAER,2,INDEPENDENT,1,PRIVATE,0,2-Year,468700,800000039408,SAMARITAN HOSPITAL SCHOOL OF NURSING,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2019,49,RENSSELAER,2,INDEPENDENT,1,PRIVATE,0,2-Year,468700,800000039408,SAMARITAN HOSPITAL SCHOOL OF NURSING,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2019,49,RENSSELAER,2,INDEPENDENT,1,PRIVATE,0,2-Year,468700,800000039408,SAMARITAN HOSPITAL SCHOOL OF NURSING,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,4
Fall of 2019,49,RENSSELAER,2,INDEPENDENT,1,PRIVATE,0,2-Year,468700,800000039408,SAMARITAN HOSPITAL SCHOOL OF NURSING,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,3
Fall of 2019,49,RENSSELAER,2,INDEPENDENT,1,PRIVATE,0,2-Year,468700,800000039408,SAMARITAN HOSPITAL SCHOOL OF NURSING,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,2
Fall of 2013,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,4,1,0,0,2,0,12
Fall of 2013,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,2,0,10
Fall of 2013,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,1
Fall of 2013,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,107,19,505,339,2,112,328,47,1973
Fall of 2013,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,65,13,223,191,0,65,161,30,1683
Fall of 2013,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,12,8,51,33,0,20,12,17,544
Fall of 2013,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2013,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2013,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2014,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2014,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2014,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2014,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,72,14,320,255,3,78,77,66,1921
Fall of 2014,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,56,11,166,172,3,60,63,60,1742
Fall of 2014,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,12,5,36,30,0,16,13,19,485
Fall of 2014,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2014,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2014,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2015,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,3,0,0,0,0,0,7
Fall of 2015,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,2,0,0,0,0,0,5
Fall of 2015,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2015,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,82,14,360,160,0,240,153,65,1897
Fall of 2015,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,67,12,194,112,0,190,82,61,1753
Fall of 2015,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,7,4,39,40,0,19,57,21,455
Fall of 2015,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2015,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2015,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2016,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,1,0,0,0,1,0,7
Fall of 2016,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,1,0,4
Fall of 2016,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,1
Fall of 2016,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,100,16,415,279,1,107,109,134,2189
Fall of 2016,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,86,11,228,195,0,90,82,111,1976
Fall of 2016,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,5,3,39,31,0,16,16,34,477
Fall of 2016,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2016,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2016,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2017,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,1,0,0,0,0,0
Fall of 2017,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,1,0,0,0,0,0
Fall of 2017,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,1,0,0,0,0,0
Fall of 2017,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,83,9,406,305,3,119,117,199,1850
Fall of 2017,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,72,7,222,223,3,102,103,156,1720
Fall of 2017,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,11,2,39,35,0,22,20,29,431
Fall of 2017,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2017,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2017,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2018,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
