"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40030","Middle income countries","2013","2013",0.90331,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40030","Middle income countries","2014","2014",0.90733,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40030","Middle income countries","2015","2015",0.90926,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40030","Middle income countries","2016","2016",0.91167,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40030","Middle income countries","2017","2017",0.91459,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40030","Middle income countries","2018","2018",0.91599,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40043","Upper middle income countries","2013","2013",0.96334,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40043","Upper middle income countries","2014","2014",0.96486,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40043","Upper middle income countries","2015","2015",0.96633,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40043","Upper middle income countries","2016","2016",0.96703,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40043","Upper middle income countries","2017","2017",0.96871,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40043","Upper middle income countries","2018","2018",0.97002,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","40044","Low income countries","2013","2013",0.87052,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","40044","Low income countries","2014","2014",0.87679,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","40044","Low income countries","2015","2015",0.88512,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","40044","Low income countries","2016","2016",0.89708,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","40044","Low income countries","2017","2017",0.90816,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","40044","Low income countries","2018","2018",0.9174,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40044","Low income countries","2013","2013",35.28673,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40044","Low income countries","2014","2014",36.09913,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40044","Low income countries","2015","2015",35.79974,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40044","Low income countries","2016","2016",36.09359,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40044","Low income countries","2017","2017",36.54217,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40044","Low income countries","2018","2018",36.74686,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40042","Lower middle income countries","2013","2013",49.47679,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40042","Lower middle income countries","2014","2014",50.4031,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40042","Lower middle income countries","2015","2015",50.52218,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40042","Lower middle income countries","2016","2016",51.18097,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40042","Lower middle income countries","2017","2017",52.16033,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40042","Lower middle income countries","2018","2018",52.88189,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40044","Low income countries","2013","2013",26.27425,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40044","Low income countries","2014","2014",26.90092,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40044","Low income countries","2015","2015",26.4398,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40044","Low income countries","2016","2016",26.72581,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40044","Low income countries","2017","2017",27.01451,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40044","Low income countries","2018","2018",27.22629,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40030","Middle income countries","2013","2013",59.16775,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40030","Middle income countries","2014","2014",60.78412,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40030","Middle income countries","2015","2015",61.37853,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40030","Middle income countries","2016","2016",62.66757,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40030","Middle income countries","2017","2017",63.53793,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40030","Middle income countries","2018","2018",64.75276,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40042","Lower middle income countries","2013","2013",61.30601,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40042","Lower middle income countries","2014","2014",61.27617,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40042","Lower middle income countries","2015","2015",62.39229,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40042","Lower middle income countries","2016","2016",63.08176,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40042","Lower middle income countries","2017","2017",63.85432,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40042","Lower middle income countries","2018","2018",64.67089,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40030","Middle income countries","2013","2013",75.9722,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40030","Middle income countries","2014","2014",76.44716,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40030","Middle income countries","2015","2015",77.39445,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40030","Middle income countries","2016","2016",78.23952,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40030","Middle income countries","2017","2017",78.86088,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40030","Middle income countries","2018","2018",79.6611,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40043","Upper middle income countries","2013","2013",86.09068,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40043","Upper middle income countries","2014","2014",86.86296,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40043","Upper middle income countries","2015","2015",87.61354,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40043","Upper middle income countries","2016","2016",88.48085,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40043","Upper middle income countries","2017","2017",88.89256,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40043","Upper middle income countries","2018","2018",89.57646,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40030","Middle income countries","2013","2013",0.77881,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40030","Middle income countries","2014","2014",0.79511,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40030","Middle income countries","2015","2015",0.79306,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40030","Middle income countries","2016","2016",0.80097,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40030","Middle income countries","2017","2017",0.8057,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40030","Middle income countries","2018","2018",0.81285,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40043","Upper middle income countries","2013","2013",0.84275,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40043","Upper middle income countries","2014","2014",0.85055,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40043","Upper middle income countries","2015","2015",0.85715,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40043","Upper middle income countries","2016","2016",0.86694,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40043","Upper middle income countries","2017","2017",0.87044,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40043","Upper middle income countries","2018","2018",0.87714,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40530","Central and Eastern Europe","2013","2013",99.17137,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40530","Central and Eastern Europe","2014","2014",99.2008,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40530","Central and Eastern Europe","2015","2015",99.22115,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40530","Central and Eastern Europe","2016","2016",99.25529,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40530","Central and Eastern Europe","2017","2017",99.28356,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40530","Central and Eastern Europe","2018","2018",99.29692,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40515","East Asia and the Pacific","2013","2013",95.78715,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40515","East Asia and the Pacific","2014","2014",96.26799,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40515","East Asia and the Pacific","2015","2015",96.53904,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40515","East Asia and the Pacific","2016","2016",96.66663,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40515","East Asia and the Pacific","2017","2017",96.8294,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40515","East Asia and the Pacific","2018","2018",96.93695,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40540","Sub-Saharan Africa","2013","2013",59.38526,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40540","Sub-Saharan Africa","2014","2014",60.24995,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40540","Sub-Saharan Africa","2015","2015",60.84681,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40540","Sub-Saharan Africa","2016","2016",61.44734,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40540","Sub-Saharan Africa","2017","2017",61.62543,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40540","Sub-Saharan Africa","2018","2018",62.20053,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40510","World","2013","2013",84.82929,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40510","World","2014","2014",85.24695,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40510","World","2015","2015",85.64563,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40510","World","2016","2016",85.95047,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40510","World","2017","2017",86.10924,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40510","World","2018","2018",86.33243,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40044","Low income countries","2013","2013",55.36978,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40044","Low income countries","2014","2014",56.19905,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40044","Low income countries","2015","2015",56.60739,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40044","Low income countries","2016","2016",57.08713,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40044","Low income countries","2017","2017",57.90159,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40044","Low income countries","2018","2018",58.38288,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40042","Lower middle income countries","2013","2013",71.44551,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40042","Lower middle income countries","2014","2014",72.28007,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40042","Lower middle income countries","2015","2015",73.2842,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40042","Lower middle income countries","2016","2016",74.11529,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40042","Lower middle income countries","2017","2017",74.6569,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40042","Lower middle income countries","2018","2018",75.29112,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40030","Middle income countries","2013","2013",84.235,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40030","Middle income countries","2014","2014",84.72352,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40030","Middle income countries","2015","2015",85.24742,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40030","Middle income countries","2016","2016",85.66936,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40030","Middle income countries","2017","2017",85.86982,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40030","Middle income countries","2018","2018",86.17935,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40525","Arab States","2013","2013",63.04746,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40525","Arab States","2014","2014",64.21865,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40525","Arab States","2015","2015",65.08322,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40525","Arab States","2016","2016",64.26752,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40525","Arab States","2017","2017",65.12275,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40525","Arab States","2018","2018",65.77773,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40520","Latin America and the Caribbean","2013","2013",92.84709,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40520","Latin America and the Caribbean","2014","2014",93.45205,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40520","Latin America and the Caribbean","2015","2015",93.64857,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40520","Latin America and the Caribbean","2016","2016",94.13199,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40520","Latin America and the Caribbean","2017","2017",94.27463,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40520","Latin America and the Caribbean","2018","2018",94.5137,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40540","Sub-Saharan Africa","2013","2013",50.10461,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40540","Sub-Saharan Africa","2014","2014",51.18362,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40540","Sub-Saharan Africa","2015","2015",52.01194,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40540","Sub-Saharan Africa","2016","2016",52.8053,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40540","Sub-Saharan Africa","2017","2017",53.19141,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40540","Sub-Saharan Africa","2018","2018",53.93181,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40044","Low income countries","2013","2013",45.12012,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40044","Low income countries","2014","2014",46.0635,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40044","Low income countries","2015","2015",46.73294,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40044","Low income countries","2016","2016",47.39412,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40044","Low income countries","2017","2017",48.40966,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40044","Low income countries","2018","2018",49.03731,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40030","Middle income countries","2013","2013",79.80366,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40030","Middle income countries","2014","2014",80.45047,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40030","Middle income countries","2015","2015",81.07941,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40030","Middle income countries","2016","2016",81.62072,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40030","Middle income countries","2017","2017",81.92358,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40030","Middle income countries","2018","2018",82.33986,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40043","Upper middle income countries","2013","2013",94.61755,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40043","Upper middle income countries","2014","2014",94.93809,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40043","Upper middle income countries","2015","2015",95.19568,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40043","Upper middle income countries","2016","2016",95.40653,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40043","Upper middle income countries","2017","2017",95.50682,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40043","Upper middle income countries","2018","2018",95.73164,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40525","Arab States","2013","2013",81.87369,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40525","Arab States","2014","2014",82.22975,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40525","Arab States","2015","2015",82.77634,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40525","Arab States","2016","2016",80.98203,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40525","Arab States","2017","2017",81.30457,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40525","Arab States","2018","2018",81.71418,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40530","Central and Eastern Europe","2013","2013",99.55866,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40530","Central and Eastern Europe","2014","2014",99.56565,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40530","Central and Eastern Europe","2015","2015",99.56839,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40530","Central and Eastern Europe","2016","2016",99.58486,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40530","Central and Eastern Europe","2017","2017",99.58897,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40530","Central and Eastern Europe","2018","2018",99.59414,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40505","Central Asia","2013","2013",99.84265,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40505","Central Asia","2014","2014",99.84368,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40505","Central Asia","2015","2015",99.84537,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40505","Central Asia","2016","2016",99.8461,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40505","Central Asia","2017","2017",99.83354,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40505","Central Asia","2018","2018",99.84491,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40515","East Asia and the Pacific","2013","2013",97.17623,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40515","East Asia and the Pacific","2014","2014",97.51754,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40515","East Asia and the Pacific","2015","2015",97.66985,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40515","East Asia and the Pacific","2016","2016",97.73398,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40515","East Asia and the Pacific","2017","2017",97.81566,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40515","East Asia and the Pacific","2018","2018",97.86333,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40520","Latin America and the Caribbean","2013","2013",93.25624,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40520","Latin America and the Caribbean","2014","2014",93.70887,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40520","Latin America and the Caribbean","2015","2015",93.99444,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40520","Latin America and the Caribbean","2016","2016",94.48953,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40520","Latin America and the Caribbean","2017","2017",94.56581,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40520","Latin America and the Caribbean","2018","2018",94.73492,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40535","South and West Asia","2013","2013",75.3835,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40535","South and West Asia","2014","2014",75.91483,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40535","South and West Asia","2015","2015",76.95554,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40535","South and West Asia","2016","2016",78.1604,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40535","South and West Asia","2017","2017",78.63543,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40535","South and West Asia","2018","2018",79.24147,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40540","Sub-Saharan Africa","2013","2013",68.98275,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40540","Sub-Saharan Africa","2014","2014",69.68158,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40540","Sub-Saharan Africa","2015","2015",70.06143,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40540","Sub-Saharan Africa","2016","2016",70.40597,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40540","Sub-Saharan Africa","2017","2017",70.31137,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40540","Sub-Saharan Africa","2018","2018",70.74545,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40510","World","2013","2013",88.89898,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40510","World","2014","2014",89.19009,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40510","World","2015","2015",89.5,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40510","World","2016","2016",89.71282,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40510","World","2017","2017",89.78409,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40510","World","2018","2018",89.93464,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40042","Lower middle income countries","2013","2013",79.49641,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40042","Lower middle income countries","2014","2014",80.05481,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40042","Lower middle income countries","2015","2015",80.85205,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40042","Lower middle income countries","2016","2016",81.44715,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40042","Lower middle income countries","2017","2017",81.80372,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40042","Lower middle income countries","2018","2018",82.24978,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40030","Middle income countries","2013","2013",88.63438,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40030","Middle income countries","2014","2014",88.9465,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40030","Middle income countries","2015","2015",89.34905,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40030","Middle income countries","2016","2016",89.65539,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40030","Middle income countries","2017","2017",89.74677,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40030","Middle income countries","2018","2018",89.95394,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40043","Upper middle income countries","2013","2013",97.0036,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40043","Upper middle income countries","2014","2014",97.14144,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40043","Upper middle income countries","2015","2015",97.24852,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40043","Upper middle income countries","2016","2016",97.36722,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40043","Upper middle income countries","2017","2017",97.30408,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40043","Upper middle income countries","2018","2018",97.38754,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","40525","Arab States","2013","2013",0.77006,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","40525","Arab States","2014","2014",0.78097,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","40525","Arab States","2015","2015",0.78625,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","40525","Arab States","2016","2016",0.7936,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","40525","Arab States","2017","2017",0.80097,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","40525","Arab States","2018","2018",0.80497,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","40505","Central Asia","2013","2013",0.99979,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","40505","Central Asia","2014","2014",0.99981,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","40505","Central Asia","2015","2015",0.99982,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","40505","Central Asia","2016","2016",0.99982,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","40505","Central Asia","2017","2017",0.99992,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","40505","Central Asia","2018","2018",0.99993,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","40515","East Asia and the Pacific","2013","2013",0.97114,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","40515","East Asia and the Pacific","2014","2014",0.97413,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","40515","East Asia and the Pacific","2015","2015",0.97661,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","40515","East Asia and the Pacific","2016","2016",0.97803,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","40515","East Asia and the Pacific","2017","2017",0.97963,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","40515","East Asia and the Pacific","2018","2018",0.98088,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","40540","Sub-Saharan Africa","2013","2013",0.72634,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","40540","Sub-Saharan Africa","2014","2014",0.73454,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","40540","Sub-Saharan Africa","2015","2015",0.74238,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","40540","Sub-Saharan Africa","2016","2016",0.75001,,
