ADMISSION_YEAR,COUNTY_CODE,COUNTY_NAME,SECTOR_CODE,SECTOR,SCHOOL_TYPE_CODE,SCHOOL_TYPE,SCHOOL_LEVEL_CODE,SCHOOL_LEVEL,SEDCODE,INST_ID,LEGAL_NAME,PROGRAM_TYPE,ADMISSION_STATUS,TOTAL
Fall of 2015,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2015,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2015,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2015,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2015,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2015,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2015,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2015,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2016,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2016,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2016,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2016,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,1
Fall of 2016,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,1
Fall of 2016,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,1
Fall of 2016,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2016,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2016,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2017,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2017,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2017,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2017,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2017,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2017,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2017,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2017,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2017,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2018,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2018,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2018,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2018,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2018,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2018,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2018,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2018,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2018,04,CATTARAUGUS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,463500,800000054787,ST BONAVENTURE UNIVERSITY,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2019,01,ALBANY,2,INDEPENDENT,1,PRIVATE,0,2-Year,444600,800000055561,ST PETER'S HOSPITAL COLLEGE OF NURSING,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2019,01,ALBANY,2,INDEPENDENT,1,PRIVATE,0,2-Year,444600,800000055561,ST PETER'S HOSPITAL COLLEGE OF NURSING,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2019,01,ALBANY,2,INDEPENDENT,1,PRIVATE,0,2-Year,444600,800000055561,ST PETER'S HOSPITAL COLLEGE OF NURSING,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2019,01,ALBANY,2,INDEPENDENT,1,PRIVATE,0,2-Year,444600,800000055561,ST PETER'S HOSPITAL COLLEGE OF NURSING,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2019,01,ALBANY,2,INDEPENDENT,1,PRIVATE,0,2-Year,444600,800000055561,ST PETER'S HOSPITAL COLLEGE OF NURSING,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2019,01,ALBANY,2,INDEPENDENT,1,PRIVATE,0,2-Year,444600,800000055561,ST PETER'S HOSPITAL COLLEGE OF NURSING,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2019,01,ALBANY,2,INDEPENDENT,1,PRIVATE,0,2-Year,444600,800000055561,ST PETER'S HOSPITAL COLLEGE OF NURSING,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2019,01,ALBANY,2,INDEPENDENT,1,PRIVATE,0,2-Year,444600,800000055561,ST PETER'S HOSPITAL COLLEGE OF NURSING,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2019,01,ALBANY,2,INDEPENDENT,1,PRIVATE,0,2-Year,444600,800000055561,ST PETER'S HOSPITAL COLLEGE OF NURSING,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2013,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2013,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2013,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2013,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2013,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2013,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2013,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2013,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2013,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2014,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Associate Degree Programs (Part-Time Study),Complete Applications Received,10
Fall of 2014,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Associate Degree Programs (Part-Time Study),Applicants Accepted,3
Fall of 2014,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Associate Degree Programs (Part-Time Study),Applicants Enrolled,3
Fall of 2014,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2014,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2014,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2014,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2014,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2014,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2015,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Associate Degree Programs (Part-Time Study),Complete Applications Received,1
Fall of 2015,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Associate Degree Programs (Part-Time Study),Applicants Accepted,1
Fall of 2015,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Associate Degree Programs (Part-Time Study),Applicants Enrolled,1
Fall of 2015,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2015,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2015,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2015,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2015,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2015,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2016,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2016,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2016,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2016,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2016,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2016,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2016,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2016,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2016,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2017,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2017,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2017,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2017,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2017,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2017,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2017,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2017,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2017,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2018,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2018,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2018,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2018,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2018,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2018,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2018,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2018,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2018,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,0,2-Year,464000,800000041218,ST ELIZABETH HOSPITAL COLLEGE OF NURSING,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2019,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,468000,800000039221,ST THOMAS AQUINAS COLLEGE,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2019,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,468000,800000039221,ST THOMAS AQUINAS COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2019,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,468000,800000039221,ST THOMAS AQUINAS COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2019,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,468000,800000039221,ST THOMAS AQUINAS COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2019,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,468000,800000039221,ST THOMAS AQUINAS COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2019,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,468000,800000039221,ST THOMAS AQUINAS COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2019,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,468000,800000039221,ST THOMAS AQUINAS COLLEGE,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2019,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,468000,800000039221,ST THOMAS AQUINAS COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2019,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,468000,800000039221,ST THOMAS AQUINAS COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2013,33,KINGS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,464500,800000045455,ST FRANCIS COLLEGE,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2013,33,KINGS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,464500,800000045455,ST FRANCIS COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2013,33,KINGS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,464500,800000045455,ST FRANCIS COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2013,33,KINGS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,464500,800000045455,ST FRANCIS COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,2
Fall of 2013,33,KINGS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,464500,800000045455,ST FRANCIS COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,2
Fall of 2013,33,KINGS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,464500,800000045455,ST FRANCIS COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,2
Fall of 2013,33,KINGS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,464500,800000045455,ST FRANCIS COLLEGE,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2013,33,KINGS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,464500,800000045455,ST FRANCIS COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2013,33,KINGS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,464500,800000045455,ST FRANCIS COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2014,33,KINGS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,464500,800000045455,ST FRANCIS COLLEGE,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2014,33,KINGS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,464500,800000045455,ST FRANCIS COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2014,33,KINGS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,464500,800000045455,ST FRANCIS COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2014,33,KINGS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,464500,800000045455,ST FRANCIS COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,6
Fall of 2014,33,KINGS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,464500,800000045455,ST FRANCIS COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,6
Fall of 2014,33,KINGS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,464500,800000045455,ST FRANCIS COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,6
Fall of 2014,33,KINGS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,464500,800000045455,ST FRANCIS COLLEGE,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2014,33,KINGS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,464500,800000045455,ST FRANCIS COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2014,33,KINGS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,464500,800000045455,ST FRANCIS COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2015,33,KINGS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,464500,800000045455,ST FRANCIS COLLEGE,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
